row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category
19954,9698,positive,1,positive,It's awesome phone...,GENERAL_FEEDBACK
19955,9699,positive,1,positive,Nice phone...,GENERAL_FEEDBACK
19956,9700,negative,1,negative,I want invoice bill.urgently,INFRASTRUCTURE
19958,9701,negative,0,negative,I strongly recommend not to prefer this phone.,GENERAL_FEEDBACK
19957,9701,negative,0,negative,lenova k4 vibe note is much superior than k8 note.,GENERAL_FEEDBACK
19959,9702,positive,1,positive,Battery backup is too good.,PHONE
19960,9703,positive,0,positive,otherwise everything is fine,GENERAL_FEEDBACK
19961,9703,positive,0,negative,Screen is little bit low,PHONE
19962,9704,positive,1,positive,camera quality really awosome,PHONE
19963,9704,positive,1,positive,my experience of phone is really good,GENERAL_FEEDBACK
19964,9704,positive,1,positive,Its looks gret,PHONE
19966,9705,negative,0,negative,this is pathetic experience of Amazon.,INFRASTRUCTURE
19965,9705,negative,0,negative,Sim slot jammed,PHONE
19967,9705,negative,0,negative,My experience is very bad out of this phone and amazon.,INFRASTRUCTURE
19968,9706,negative,0,negative,Cast not working,PHONE
19970,9707,negative,0,negative,don't buy from Amazon,INFRASTRUCTURE
19969,9707,negative,0,negative,Third class camera,PHONE
19971,9708,negative,0,negative,Screen cast is not supporting in this mobile,PHONE
19972,9709,positive,1,positive,Everything is fine,GENERAL_FEEDBACK
19973,9710,positive,1,positive,It's really awesome..,GENERAL_FEEDBACK
19974,9710,positive,1,positive,the phone is functional very well..,GENERAL_FEEDBACK
19975,9711,negative,1,negative,Headset spot is not not working properly,PHONE
19976,9712,negative,0,negative,dont buy this phone,GENERAL_FEEDBACK
19977,9712,negative,0,negative,its sound system is very poor,PHONE
19978,9713,negative,0,negative,Heating problem,PHONE
19980,9714,positive,1,positive,I am suggesting to buy it,GENERAL_FEEDBACK
19979,9714,positive,1,positive,Very good phone.,GENERAL_FEEDBACK
19981,9715,negative,0,negative,Not good so far,GENERAL_FEEDBACK
19982,9716,positive,1,positive,Nice,GENERAL_FEEDBACK
19983,9717,positive,1,positive,VERY GOOD PRODUCT,GENERAL_FEEDBACK
19984,9717,positive,1,positive,FASTER CPU,PHONE
19985,9717,positive,1,positive,DUAL FOCUS CAMERA,PHONE
19986,9718,negative,0,negative,charger percentage problem,PHONE
19987,9718,negative,0,negative,mobile heating,PHONE
19988,9718,negative,0,negative,This item is not good,GENERAL_FEEDBACK
19989,9719,negative,0,negative,it was heating like a iron.,PHONE
19990,9720,negative,0,negative,Heats up too quickly while playing any game,PHONE
19991,9720,negative,0,negative,Heats up while charging too.,PHONE
19998,9721,negative,0,negative,The phone feel's a bit heavy.,PHONE
19997,9721,negative,0,negative,Call recording is disabled and none of the call recorder works.,PHONE
19996,9721,negative,0,positive,"5.5"" display",PHONE
19999,9721,negative,0,negative,The dual camera is not that good,PHONE
19994,9721,negative,0,positive,Dolby Atmos sound,PHONE
19993,9721,negative,0,positive,Near Stock Android with Motorola UI launcher,PHONE
19992,9721,negative,0,negative,The buttons are not backlit and swapped.,PHONE
19995,9721,negative,0,positive,4gb ram,PHONE
20000,9722,positive,1,positive,go for it brother.,GENERAL_FEEDBACK
20001,9723,negative,0,negative,its heated,PHONE
20002,9724,positive,1,positive,Very nice....good product from Lenovo in all terms...display...design..software...sound...etc,PHONE
20003,9725,negative,0,negative,The mobile was a wastage of time and effort for me.,GENERAL_FEEDBACK
20004,9725,negative,0,negative,It restarts every now and then.,PHONE
20005,9725,negative,0,negative,Apps crash everytime.,PHONE
20006,9725,negative,0,negative,Apps don't open properly.,PHONE
20007,9726,negative,0,negative,system update OREO will take much time to receive,PHONE
20008,9726,negative,0,negative,Camera quality is not as good as shown in advertisement.,PHONE
20010,9727,positive,1,positive,Give you 90% satisfaction..,GENERAL_FEEDBACK
20009,9727,positive,1,positive,Nice camera..,PHONE
20011,9728,negative,1,negative,Price dropped after I bought it,INFRASTRUCTURE
20012,9729,negative,0,negative,Worst phone ever seen,GENERAL_FEEDBACK
20013,9730,negative,0,negative,No dash charging,PHONE
20014,9730,negative,0,negative,on normal usage it overheats..,PHONE
20015,9731,negative,0,negative,Battery discharging quick when net is in ON condition,PHONE
20016,9731,negative,0,negative,There is no default call recording option in this model,PHONE
20018,9732,positive,1,positive,"For the price and the features,it's a steal !",GENERAL_FEEDBACK
20019,9732,positive,1,positive,Worth every penny.,GENERAL_FEEDBACK
20017,9732,positive,1,positive,The phone is a great buy..,GENERAL_FEEDBACK
20020,9733,negative,0,negative,Heating,PHONE
20021,9734,negative,0,negative,It is a worst mobile I have purchased,GENERAL_FEEDBACK
20022,9734,negative,0,negative,contact automatically vanish,PHONE
20023,9734,negative,0,negative,Does not support screen mirroring,PHONE
20024,9734,negative,0,negative,No support for otg,PHONE
20025,9734,negative,0,negative,No gallery,PHONE
20027,9735,negative,0,negative,Pl don't buy the phone !!,GENERAL_FEEDBACK
20026,9735,negative,0,negative,Lot of issues with the UI..,PHONE
20028,9735,negative,0,negative,getting a resale value of 900 /- on Amazon,INFRASTRUCTURE
20029,9736,positive,1,positive,Very very nice moble,GENERAL_FEEDBACK
20030,9737,positive,0,positive,Overall ok,GENERAL_FEEDBACK
20031,9738,negative,0,negative,can't restart after inserting the SIM card,PHONE
20032,9738,negative,0,negative,I have got a defective phone,GENERAL_FEEDBACK
20033,9739,negative,0,negative,Bettery drain fastly,PHONE
20034,9739,negative,0,negative,hang problem,PHONE
20035,9739,negative,0,negative,hit problem,PHONE
20036,9739,negative,0,negative,network issue,PHONE
20037,9740,negative,1,negative,Screen and camera is not so good..,PHONE
20040,9741,positive,1,positive,experience is not bad.,GENERAL_FEEDBACK
20038,9741,positive,1,positive,Nice mobile in this price range.,GENERAL_FEEDBACK
20039,9741,positive,1,positive,nice specification on this price.,PHONE
20046,9742,positive,0,negative,Rear camera waste.,PHONE
20041,9742,positive,0,negative,front camera is ok/ggod in day light but not 13 MP wala good at night.,PHONE
20042,9742,positive,0,negative,it has normal charger with 6Ams,PHONE
20043,9742,positive,0,positive,Overall performance is good.,PHONE
20044,9742,positive,0,negative,problem with screen guard I haven't find the exact,PHONE
20045,9742,positive,0,positive,Mobile is looks quiet good.,PHONE
20047,9742,positive,0,negative,game is running ok bug lags sometimes and graphics are worse.,PHONE
20048,9743,positive,1,positive,Good phone,GENERAL_FEEDBACK
20049,9744,positive,1,positive,excellent,GENERAL_FEEDBACK
20050,9745,positive,1,positive,The best mobile phone with nearly all features...,GENERAL_FEEDBACK
20051,9746,negative,0,negative,contact name changes automatically,PHONE
20052,9746,negative,0,negative,Phone is overheating problem,PHONE
20053,9746,negative,0,negative,and hang .,PHONE
20054,9746,negative,0,positive,front and rear camera is v.good.,PHONE
20055,9747,positive,0,positive,otherwise it's ok,GENERAL_FEEDBACK
20056,9747,positive,0,negative,Battery backup issue,PHONE
20057,9748,negative,0,negative,I'm really disappointed with its performance,PHONE
20058,9748,negative,0,negative,Not that good,GENERAL_FEEDBACK
20060,9749,negative,0,negative,getting only speed less than 2 Mbps,PHONE
20059,9749,negative,0,negative,Jio is not working,PHONE
20061,9750,positive,1,positive,Very good item,GENERAL_FEEDBACK
20062,9750,positive,1,negative,"seller should include Serial number Model number IMEI number in the invoice, which is required for registering in the Lenovo warranty.",INFRASTRUCTURE
20063,9751,negative,1,negative,Average performance,PHONE
20064,9752,positive,1,positive,"ram , internal memory and other specifications are very nice",PHONE
20065,9752,positive,1,positive,mobile specifications are very good.,PHONE
20066,9753,negative,0,negative,Bettary is low,PHONE
20071,9754,positive,1,positive,Blazing fast,PHONE
20072,9754,positive,1,positive,good display,PHONE
20070,9754,positive,1,negative,average back camera,PHONE
20069,9754,positive,1,positive,super selfi camera,PHONE
20068,9754,positive,1,negative,avg. Battery,PHONE
20067,9754,positive,1,positive,super sound,PHONE
20073,9755,negative,0,negative,Network issue,PHONE
20078,9756,positive,1,positive,Battery is last almost for 1 day.,PHONE
20077,9756,positive,1,negative,little bit warms but dosent hang so far.,PHONE
20079,9756,positive,1,positive,"Overall good perfmance,decent look.",PHONE
20075,9756,positive,1,positive,Fingerprint sensor is also fast.,PHONE
20074,9756,positive,1,positive,Nice Phone,GENERAL_FEEDBACK
20076,9756,positive,1,negative,dosent show the headset symbol while insert a headset,PHONE
20080,9757,negative,0,negative,Battery back very worst,PHONE
20081,9757,negative,0,negative,camera clearance not good,PHONE
20082,9757,negative,0,negative,I tried return the product but they have condition for return,INFRASTRUCTURE
20087,9758,negative,0,negative,Extremely Poor Performance,PHONE
20083,9758,negative,0,negative,"Mobile Data is suspended always, You've to restart phone to use data.",PHONE
20084,9758,negative,0,negative,There is No Response from Lenovo Forum.,INFRASTRUCTURE
20085,9758,negative,0,negative,Phone Hangs in a while.,PHONE
20086,9758,negative,0,negative,Camera Malfunction.,PHONE
20088,9759,positive,1,positive,"nice mobile yaaaa,,its really waterproof mobile",PHONE
20090,9760,negative,0,positive,phone is good,GENERAL_FEEDBACK
20089,9760,negative,0,negative,battery not goood,PHONE
20091,9761,negative,0,positive,Front camera is very good for selfies,PHONE
20092,9761,negative,0,negative,Dual rear cameras are very poor no image stabilization,PHONE
20093,9761,negative,0,negative,This phone does not support Volte,PHONE
20094,9761,negative,0,positive,battery backup is also good,PHONE
20095,9761,negative,0,negative,dolby atmos not good at all,PHONE
20096,9762,positive,0,positive,Best phone in this range,GENERAL_FEEDBACK
20098,9763,negative,0,negative,Hanging while notification alert came,PHONE
20097,9763,negative,0,negative,Batter draining fastly,PHONE
20099,9763,negative,0,negative,Performance is also not up to the mark of 4GB RAM,PHONE
20103,9764,positive,1,positive,Works like a charm :),GENERAL_FEEDBACK
20102,9764,positive,1,positive,"Good display, seamless performance",PHONE
20100,9764,positive,1,positive,battery lasts for a day and half,PHONE
20101,9764,positive,1,negative,Needs dual speaker to enjoy the Dolby effect,PHONE
20104,9765,negative,0,negative,Very very bad battery backup...,PHONE
20105,9766,negative,0,negative,Battery capacity one day,PHONE
20106,9766,negative,0,negative,jio jim full Network cut,PHONE
20108,9767,positive,1,positive,Amazing!!,GENERAL_FEEDBACK
20107,9767,positive,1,negative,the courier took nearly three weeks to deliver to me😞,INFRASTRUCTURE
20112,9768,negative,0,positive,Overall it is good,GENERAL_FEEDBACK
20111,9768,negative,0,negative,battery backup is not up to the mark,PHONE
20109,9768,negative,0,negative,this device's battery increase it's temperature while charging.,PHONE
20110,9768,negative,0,negative,it drains very fast,PHONE
20113,9769,negative,0,negative,this is the worst,GENERAL_FEEDBACK
20114,9770,negative,0,negative,front camera very very poor and takes blurr photos no details at all.,PHONE
20115,9770,negative,0,negative,I'm very disappointed with this device.,GENERAL_FEEDBACK
20116,9771,negative,0,negative,Turbo charger also don't work.,PHONE
20117,9771,negative,0,negative,after 7 hour charging still not charged 100%,PHONE
20118,9771,negative,0,negative,Worse charger ever seen,PHONE
20119,9772,negative,0,negative,"mobile auto network is not available, when 4G not available.",PHONE
20120,9773,negative,0,negative,take more hrs to charge fully.,PHONE
20121,9773,negative,0,negative,Worst mobile.,GENERAL_FEEDBACK
20122,9773,negative,0,negative,dolby atoms not working.,PHONE
20123,9773,negative,0,negative,not turbo charger.,PHONE
20124,9774,negative,0,negative,Not a great phone Lenovo again dissapoints,GENERAL_FEEDBACK
20125,9775,positive,1,positive,Very good performance,PHONE
20126,9776,positive,1,positive,great mobile all features are great,GENERAL_FEEDBACK
20128,9777,negative,0,positive,Nice,GENERAL_FEEDBACK
20127,9777,negative,0,negative,backside 2nd camera was not good,PHONE
20131,9778,positive,1,positive,Phone looks great,PHONE
20130,9778,positive,1,positive,processor is currently the best in the industry,PHONE
20129,9778,positive,1,positive,camera quality is great,PHONE
20132,9779,negative,0,negative,Battery is taking 4 hours to charge and getting drain in 6 hours.,PHONE
20133,9779,negative,0,negative,Amazon has a cheating policy now a days for return and refund.,INFRASTRUCTURE
20134,9780,positive,0,positive,The sound quality has been excellent.,PHONE
20135,9780,positive,0,positive,The performance has been very good.,PHONE
20136,9780,positive,0,negative,The look and design of the phone is however little average,PHONE
20137,9780,positive,0,positive,The best thing about the phone is its camera function and the quality of screen along with dolby atmos surround sound.,PHONE
20138,9780,positive,0,positive,it is the best phone in the price range of 12000 to 15000 rupees.,GENERAL_FEEDBACK
20140,9781,positive,1,positive,the phone is awesome....its a killer phone for killer price,GENERAL_FEEDBACK
20139,9781,positive,1,negative,the camera could have been better,PHONE
20141,9782,positive,1,positive,Nice phone,GENERAL_FEEDBACK
20142,9783,negative,0,negative,Charging also very slow,PHONE
20143,9783,negative,0,negative,Company doesn't give earphone duble turbo charger which are committed.,INFRASTRUCTURE
20144,9783,negative,0,negative,Also find hitting issue on phone.,PHONE
20145,9783,negative,0,negative,The camera performance are like much blur on back side.,PHONE
20146,9783,negative,0,negative,This phone are perform slow & power are decreased earlier.,PHONE
20147,9784,negative,0,negative,Battery back up very very poor quality.,PHONE
20151,9785,positive,0,positive,Selfish camera result is very best,PHONE
20150,9785,positive,0,negative,rear camera is not good as per accepted,PHONE
20148,9785,positive,0,positive,Very best phone,GENERAL_FEEDBACK
20149,9785,positive,0,positive,battery back up is very good,PHONE
20152,9786,negative,0,negative,Turbocharger is fake product,INFRASTRUCTURE
20153,9786,negative,0,negative,bettery charging time 7 (seven) hours,PHONE
20154,9787,negative,1,negative,ok,GENERAL_FEEDBACK
20155,9788,positive,1,positive,Great camera,PHONE
20156,9788,positive,1,positive,Great note,GENERAL_FEEDBACK
20158,9789,positive,1,positive,Amazon is grate,INFRASTRUCTURE
20157,9789,positive,1,positive,It is the best mobile it work like butter,PHONE
20159,9790,positive,1,positive,Nice Mobile Value & Worth,GENERAL_FEEDBACK
20161,9791,negative,0,negative,the charger is not working at all,PHONE
20160,9791,negative,0,positive,The mobile is good,GENERAL_FEEDBACK
20162,9792,positive,1,positive,fabulous sound quality,PHONE
20163,9792,positive,1,negative,front camera is located at left hand side which will be a little disappointing for selfie lovers,PHONE
